,Company Name,Job Summary,Job Title,Location,Salary Class
1187,Dept of Forensic Sciences,"Skill and ability to use a personal computer to prepare, store, and retrieve data and knowledge of software affiliated with crime scene data....",Forensic Scientist II (Crime Scene),"Washington, DC",Low
1188,Engility Corporation,"Experience in Data Management, Data Storage and Data Analysis. Experience defining/architecting end-to-end data flow and data management systems, and multi...",Data Architect/Scientist,"Reston, VA 20191",Low
1189,Federal Reserve Board of Governors,"Requires intermediate or highly developed data manipulation skills, strong writing and presentation skills, and knowledge of banking compliance....",Quantitative Analyst,"Washington, DC",Low
1191,Howard Hughes Medical Institute,"Proven experience with data warehouses, data stores and data models. Analytics and Data Management. Extensive background in data management, analytics....","Data Scientist, Investment Analytics","Chevy Chase, MD 20815",Low
1193,SBG Technology Solutions,Lead efforts to gather consistent Navy Security Cooperation (SC) activities and funding data via TSCMIS for analysis and development of future process to...,Operation Research Systems Analyst,"Washington, DC",Low
1194,Maden Technologies,Maden Technologies has an immediate opportunity for a Data Scientist to perform computational analysis research and development of performance standards and...,DATA SCIENTIST,"Arlington, VA",Low
1195,3M,Research and develop clinical data models to enhance 3Mâ€™s clinical data analytics platform. 3M is seeking a Specialist Data Scientist for the 3M Health...,3M HIS Specialist Data Scientist- (3M HIS offices) Job,"Silver Spring, MD",Low
1196,Freddie Mac,"O Develop PIG, HIVE scripts to filter/map/aggregate data. O Manage and implement data processes (Data Quality reports)....",Senior Data Scientist (Hadoop),"McLean, VA 22102",Low
1197,Child Trends,"Experienced in primary data collection and data management and data security. For Scientist applicants, there is no such requirement....",Senior Research Scientist â€“ Education,"Bethesda, MD 20814",Low
1198,TechINT Solutions Group,"For assigned issues, determine what problems/ questions need to be resolved, data required, and appropriate means to analyze data....",Statistician/Mathematician Mid & Sr,"Washington, DC",Low
1199,Insight Systems Corporation,"Senior Data Scientist, Management Excellence for Operations (MEO). The Senior Data Scientist will oversee the sourcing, processing, releasing, and leveraging of...","Senior Data Scientist, Management Excellence for Operations...","Arlington, VA 22201 (Lyon Village area)",Low
1200,"Truven Health Analytics, Inc. & Simpler Consulting","Perform data investigation on diagnostic, descriptive, and statistical output during course of research project....",Research Analyst I,"Bethesda, MD 20814",Low
1201,Knowesis Inc.,"A qualified data scientist will have hands-on experience with one or more analytic platforms - COGNOS, SAS, Tableau, PowerBI or SAS....",Human Capital and EEO Data Scientist/Architect,"Arlington, VA 22201 (Lyon Village area)",Low
1202,Tekwissen LLC,Senior Data Scientist / Senior Analyst / SME*. 4-6 years Senior Data Scientist / Senior Analyst / SME. Looking for an Senior Data Scientist / Senior Analyst /...,Senior Data Scientist / Senior Analyst / SME,"McLean, VA",Low
1203,Analytic Recruiting,Leading Financial Services company seeking a Statistician focused on predictive analytics to join their Advanced Analytic Services team that consults to,"Statistician, Predictive Analytics","Reston, VA",Low
1204,Corporate Office Properties Trust,"Includes department of defense (â€œDODâ€ù) spending, cybersecurity industry data, and other data as needed. Ability to define problems, research, collect and...",Research Analyst,"Columbia, MD 21046",Low
1206,IT Concepts Inc.,"Includes statistical analyses, data visualization, data mining, and data cleansing / transformation. In Big data paradigms....",Data Scientist,"Herndon, VA",Low
1207,Information Innovators Inc.,"RDMS along with Data Warehouse, Data Mart and Data Mining. Analyze source system data and data flows, working with structured and unstructured data....",Big Data Scientist,"Alexandria, VA",Low
1208,"GeneDx, Inc",Data with changes in the laboratory procedure Qualifications. And prioritize laboratory and data analysis tasks....,R & D Scientist,"Gaithersburg, MD 20877",Low
1209,"INNOVIM, LLC",INNOVIM is searching a full time Scientist to supporting tasks at the Climate Prediction Center/NCEP/NWS. The successful candidate is expected to work very...,Scientist,"College Park, MD",Low
1210,Booz Allen Hamilton,"5+ years of experience with using Python machine learning libraries and functionality, including scikit-learn, Used for training, and evaluating machine...",Greenplum Data Scientist,"Washington, DC",Low
1211,Department Of Health And Human Services,"In order to qualify for Health Scientist, GS-0601-12/13 , you must meet the following:. Design and implement scientific surveys/studies, analyzes study data and...",Health Scientist,"Silver Spring, MD",Low
1212,CCRi,"CCRi is looking for smart, innovative data scientists with analytical and software engineering skills....",Data Scientist,"Chantilly, VA",Low
1213,U.S. Federal Government,"Prepares and disseminates a variety of informational documents which may include data on progress being made toward NSF goals, trends and opportunities papers,...",Physical Science Administrator (Program Director),"Arlington, VA",Low
1214,All-In Analytics,"PD EAD LGD modeling, loss forecasting, stress testing, credit risk management, statistical modeling, machine learning, mortgage portfolios, credit risk, big...",Machine Learning Risk Data Scientist,"Washington, DC",Low
1215,Booz Allen Hamilton,"Work as a lead data scientist, leading teams of data scientists in the design, development, and execution of analytical solutions to derive business insights...","Data Scientist, Lead","Rockville, MD",Low
1216,American Society for Microbiology,"Identify needs of undergraduate faculty to enhance scientific reasoning and data analysis,. The course outcomes will address competencies that improve...",Education Scientific Training Fellowship,"Washington, DC 20036 (Downtown area)",Low
1218,Booz Allen Hamilton,"Experience with machine learning, data mining, clustering, algorithm development, or statistical analysis....","Data Scientist, Senior","Washington, DC",Low
1219,General Dynamics - Information Technology,Ensure data quality of reports; Data retrieval from AFHSB and other DoD databases; Government (AFHSB) in creating and validating assumptions and procedures...,Sr Principal Scientist,"Silver Spring, MD",Low
1220,Jobspring Partners,Big Data tools:. This Data Scientist will be working alongside the Director of Analytics as well as the CTO....,Data Scientist,"Arlington, VA",Low
1221,Halfaker and Associates,"Halfaker has an exciting opportunity for a Data Scientist to join our talented, dynamic team. Bachelorâ€™s degree in Data Science, Engineering, Math, Statistics,...",Data Scientist,"Arlington, VA",Low
1222,Canon,"Strong analytical abilities required for design of experiments, data analysis, and reporting. The successful candidate will have a strong background in...",Research & Development Manager,"Rockville, MD",Low
1223,Vencore,"From smart grid to smart phones, intelligent highways to intelligent battlefields, Vencore Labsâ€™ 200 scientists, engineers and analysts are consistently...",Research Scientist,"Arlington, VA",Low
1224,Altamira Technologies Corporation,Experience using statistical methods on large data sets to characterize uncertainty. The candidate leverages knowledge of large data analysis and the ability to...,Data Scientist - Junior,"Springfield, VA",Low
1225,IHS,"Demonstrated ability to understand problems and conceptualize solutions through understanding of data manipulation, exploratory data analysis, modeling, and...",Data Analyst I,"Washington, DC",Low
1227,Massachusetts General Hospital (Immune Tolerance N...,Work with the ITN statistical coordinating center data managers and internal data management staff as needed regarding data set standards and specifications....,Statistical Quality Analyst (Data Analyst II),"Bethesda, MD",Low
